,artist,title,track_n,line,lyrics,track_title
382,Evanescence,Fallen,3,3,Just what we all need,Everybody's Fool
383,Evanescence,Fallen,3,4,More lies about a world that,Everybody's Fool
384,Evanescence,Fallen,3,5,Never was and never will be,Everybody's Fool
385,Evanescence,Fallen,3,6,"Have you no shame, don't you see me?",Everybody's Fool
386,Evanescence,Fallen,3,7,You know you've got everybody fooled,Everybody's Fool
387,Evanescence,Fallen,3,8,Look here she comes now,Everybody's Fool
388,Evanescence,Fallen,3,9,Bow down and stare in wonder,Everybody's Fool
389,Evanescence,Fallen,3,10,"Oh, how we love you",Everybody's Fool
390,Evanescence,Fallen,3,11,No flaws when you're pretending,Everybody's Fool
391,Evanescence,Fallen,3,12,But now I know she,Everybody's Fool
392,Evanescence,Fallen,3,13,Never was and never will be,Everybody's Fool
393,Evanescence,Fallen,3,14,You don't know how you betrayed me,Everybody's Fool
394,Evanescence,Fallen,3,15,And somehow you've got everybody fooled,Everybody's Fool
395,Evanescence,Fallen,3,16,"Without the mask, where will you hide?",Everybody's Fool
396,Evanescence,Fallen,3,17,Can't find yourself,Everybody's Fool
397,Evanescence,Fallen,3,18,Lost in your lie,Everybody's Fool
398,Evanescence,Fallen,3,19,I know the truth now,Everybody's Fool
399,Evanescence,Fallen,3,20,I know who you are,Everybody's Fool
400,Evanescence,Fallen,3,21,And I don't love you anymore,Everybody's Fool
401,Evanescence,Fallen,3,22,It never was and never will be,Everybody's Fool
402,Evanescence,Fallen,3,23,You don't know how you betrayed me,Everybody's Fool
403,Evanescence,Fallen,3,24,And somehow you've got everybody fooled,Everybody's Fool
404,Evanescence,Fallen,3,25,It never was and never will be,Everybody's Fool
405,Evanescence,Fallen,3,26,You're not real and you can't save me,Everybody's Fool
406,Evanescence,Fallen,3,27,And somehow now you're everybody's fool,Everybody's Fool
407,Evanescence,Fallen,4,1,I'm so tired of being here,My Immortal
408,Evanescence,Fallen,4,2,Suppressed by all my childish fears,My Immortal
409,Evanescence,Fallen,4,3,And if you have to leave,My Immortal
410,Evanescence,Fallen,4,4,I wish that you would just leave,My Immortal
411,Evanescence,Fallen,4,5,'Cause your presence still lingers here,My Immortal
412,Evanescence,Fallen,4,6,And it won't leave me alone,My Immortal
413,Evanescence,Fallen,4,7,These wounds won't seem to heal,My Immortal
414,Evanescence,Fallen,4,8,This pain is just too real,My Immortal
415,Evanescence,Fallen,4,9,There's just too much that time cannot erase,My Immortal
416,Evanescence,Fallen,4,10,When you cried I'd wipe away all of your tears,My Immortal
417,Evanescence,Fallen,4,11,When you'd scream I'd fight away all of your fears,My Immortal
418,Evanescence,Fallen,4,12,And I held your hand through all of these years,My Immortal
419,Evanescence,Fallen,4,13,But you still have all of me,My Immortal
420,Evanescence,Fallen,4,14,You used to captivate me,My Immortal
421,Evanescence,Fallen,4,15,By your resonating light,My Immortal
422,Evanescence,Fallen,4,16,Now I'm bound by the life you left behind,My Immortal
423,Evanescence,Fallen,4,17,Your face it haunts,My Immortal
424,Evanescence,Fallen,4,18,My once pleasant dreams,My Immortal
425,Evanescence,Fallen,4,19,Your voice it chased away,My Immortal
426,Evanescence,Fallen,4,20,All the sanity in me,My Immortal
427,Evanescence,Fallen,4,21,These wounds won't seem to heal,My Immortal
428,Evanescence,Fallen,4,22,This pain is just too real,My Immortal
429,Evanescence,Fallen,4,23,There's just too much that time cannot erase,My Immortal
430,Evanescence,Fallen,4,24,When you cried I'd wipe away all of your tears,My Immortal
431,Evanescence,Fallen,4,25,When you'd scream I'd fight away all of your fears,My Immortal
432,Evanescence,Fallen,4,26,And I held your hand through all of these years,My Immortal
433,Evanescence,Fallen,4,27,But you still have all of me,My Immortal
434,Evanescence,Fallen,4,28,I've tried so hard to tell myself that you're gone,My Immortal
435,Evanescence,Fallen,4,29,But though you're still with me,My Immortal
436,Evanescence,Fallen,4,30,I've been alone all along,My Immortal
437,Evanescence,Fallen,4,31,When you cried I'd wipe away all of your tears,My Immortal
438,Evanescence,Fallen,4,32,When you'd scream I'd fight away all of your fears,My Immortal
439,Evanescence,Fallen,4,33,And I held your hand through all of these years,My Immortal
440,Evanescence,Fallen,4,34,But you still have all of me,My Immortal
441,Evanescence,Fallen,4,35,"Ah, me, ah, me, ah",My Immortal
442,Evanescence,Fallen,5,1,Long lost words whisper slowly to me,Haunted
443,Evanescence,Fallen,5,2,Still can't find what keeps me here,Haunted
444,Evanescence,Fallen,5,3,When all this time I've been so hollow inside,Haunted
445,Evanescence,Fallen,5,4,I know you're still there,Haunted
446,Evanescence,Fallen,5,5,"Watching me, wanting me",Haunted
447,Evanescence,Fallen,5,6,I can feel you pull me down,Haunted
448,Evanescence,Fallen,5,7,"Fearing you, loving you",Haunted
449,Evanescence,Fallen,5,8,I won't let you pull me down,Haunted
450,Evanescence,Fallen,5,9,"Hunting you, I can smell you alive",Haunted
451,Evanescence,Fallen,5,10,Your heart pounding in my head,Haunted
452,Evanescence,Fallen,5,11,"Watching me, wanting me",Haunted
453,Evanescence,Fallen,5,12,I can feel you pull me down,Haunted
454,Evanescence,Fallen,5,13,"Saving me, raping me, watching me",Haunted
455,Evanescence,Fallen,5,14,"Watching me, wanting me",Haunted
456,Evanescence,Fallen,5,15,I can feel you pull me down,Haunted
457,Evanescence,Fallen,5,16,"Fearing you, loving you",Haunted
458,Evanescence,Fallen,5,17,I won't let you pull me down,Haunted
459,Evanescence,Fallen,6,1,I tried to kill my pain,Tourniquet
460,Evanescence,Fallen,6,2,But only brought more (So much more),Tourniquet
461,Evanescence,Fallen,6,3,I lay dying,Tourniquet
462,Evanescence,Fallen,6,4,And I'm pouring crimson regret and betrayal,Tourniquet
463,Evanescence,Fallen,6,5,"I'm dying, praying, bleeding and screaming",Tourniquet
464,Evanescence,Fallen,6,6,Am I too lost to be saved?,Tourniquet
465,Evanescence,Fallen,6,7,Am I too lost?,Tourniquet
466,Evanescence,Fallen,6,8,"My God, my tourniquet",Tourniquet
467,Evanescence,Fallen,6,9,Return to me salvation,Tourniquet
468,Evanescence,Fallen,6,10,"My God, my tourniquet",Tourniquet
469,Evanescence,Fallen,6,11,Return to me salvation,Tourniquet
470,Evanescence,Fallen,6,12,Do you remember me?,Tourniquet
471,Evanescence,Fallen,6,13,Lost for so long,Tourniquet
472,Evanescence,Fallen,6,14,Will you be on the other side,Tourniquet
473,Evanescence,Fallen,6,15,Or will you forget me?,Tourniquet
474,Evanescence,Fallen,6,16,"I'm dying, praying, bleeding and screaming",Tourniquet
475,Evanescence,Fallen,6,17,Am I too lost to be saved?,Tourniquet
476,Evanescence,Fallen,6,18,Am I too lost?,Tourniquet
477,Evanescence,Fallen,6,19,"My God, my tourniquet",Tourniquet
478,Evanescence,Fallen,6,20,Return to me salvation,Tourniquet
479,Evanescence,Fallen,6,21,"My God, my tourniquet",Tourniquet
480,Evanescence,Fallen,6,22,Return to me salvation,Tourniquet
481,Evanescence,Fallen,6,23,(Return to me salvation),Tourniquet
482,Evanescence,Fallen,6,24,(I want to die),Tourniquet
483,Evanescence,Fallen,6,25,"My God, my tourniquet",Tourniquet
484,Evanescence,Fallen,6,26,Return to me salvation,Tourniquet
485,Evanescence,Fallen,6,27,"My God, my tourniquet",Tourniquet
486,Evanescence,Fallen,6,28,Return to me salvation,Tourniquet
487,Evanescence,Fallen,6,29,My wounds cry for the grave,Tourniquet
488,Evanescence,Fallen,6,30,My soul cries for deliverance,Tourniquet
489,Evanescence,Fallen,6,31,"Will I be denied, Christ?",Tourniquet
490,Evanescence,Fallen,6,32,Tourniquet,Tourniquet
491,Evanescence,Fallen,6,33,My suicide,Tourniquet
492,Evanescence,Fallen,6,34,(Return to me salvation,Tourniquet
493,Evanescence,Fallen,6,35,Return to me salvation),Tourniquet
494,Evanescence,Fallen,7,1,Ah... paper flowers,Imaginary
495,Evanescence,Fallen,7,2,Ah... paper flowers,Imaginary
496,Evanescence,Fallen,7,3,<I linger in the doorway,Imaginary
497,Evanescence,Fallen,7,4,Of alarm clock screaming monsters calling my name,Imaginary
498,Evanescence,Fallen,7,5,Let me stay where the wind will whisper to me,Imaginary
499,Evanescence,Fallen,7,6,"Where the raindrops, as they're falling, tell a story",Imaginary
500,Evanescence,Fallen,7,7,In my field of paper flowers,Imaginary
501,Evanescence,Fallen,7,8,And candy clouds of lullaby,Imaginary
502,Evanescence,Fallen,7,9,I lie inside myself for hours,Imaginary
503,Evanescence,Fallen,7,10,And watch my purple sky fly over me,Imaginary
504,Evanescence,Fallen,7,11,Don't say I'm out of touch,Imaginary
505,Evanescence,Fallen,7,12,With this rampant chaos - your reality,Imaginary
506,Evanescence,Fallen,7,13,I know well what lies beyond my sleeping refuge,Imaginary
507,Evanescence,Fallen,7,14,The nightmare I built my own world to escape,Imaginary
508,Evanescence,Fallen,7,15,In my field of paper flowers,Imaginary
509,Evanescence,Fallen,7,16,And candy clouds of lullaby,Imaginary
510,Evanescence,Fallen,7,17,I lie inside myself for hours,Imaginary
511,Evanescence,Fallen,7,18,And watch my purple sky fly over me,Imaginary
512,Evanescence,Fallen,7,19,Swallowed up in the sound of my screaming,Imaginary
513,Evanescence,Fallen,7,20,Cannot cease for the fear of silent nights,Imaginary
514,Evanescence,Fallen,7,21,"Oh, how I long for the deep sleep dreaming",Imaginary
515,Evanescence,Fallen,7,22,The goddess of Imaginary light,Imaginary
516,Evanescence,Fallen,7,23,In my field of paper flowers,Imaginary
517,Evanescence,Fallen,7,24,And candy clouds of lullaby,Imaginary
518,Evanescence,Fallen,7,25,I lie inside myself for hours,Imaginary
519,Evanescence,Fallen,7,26,And watch my purple sky fly over me,Imaginary
520,Evanescence,Fallen,7,27,Ah... paper flowers,Imaginary
521,Evanescence,Fallen,7,28,Ah... paper flowers,Imaginary
522,Evanescence,Fallen,8,1,You don't remember me but I remember you,Taking Over Me
523,Evanescence,Fallen,8,2,I lie awake and try so hard not to think of you,Taking Over Me
524,Evanescence,Fallen,8,3,But who can decide what they dream?,Taking Over Me
525,Evanescence,Fallen,8,4,And dream I do,Taking Over Me
526,Evanescence,Fallen,8,5,I believe in you,Taking Over Me
527,Evanescence,Fallen,8,6,I'll give up everything just to find you,Taking Over Me
528,Evanescence,Fallen,8,7,"I have to be with you to live, to breathe",Taking Over Me
529,Evanescence,Fallen,8,8,You're taking over me,Taking Over Me
530,Evanescence,Fallen,8,9,Have you forgotten all I know,Taking Over Me
531,Evanescence,Fallen,8,10,And all we had?,Taking Over Me
532,Evanescence,Fallen,8,11,You saw me mourning my love for you,Taking Over Me
533,Evanescence,Fallen,8,12,And touched my hand,Taking Over Me
534,Evanescence,Fallen,8,13,I knew you loved me then,Taking Over Me
535,Evanescence,Fallen,8,14,I believe in you,Taking Over Me
536,Evanescence,Fallen,8,15,I'll give up everything just to find you,Taking Over Me
537,Evanescence,Fallen,8,16,"I have to be with you to live, to breathe",Taking Over Me
538,Evanescence,Fallen,8,17,You're taking over me,Taking Over Me
539,Evanescence,Fallen,8,18,I look in the mirror and see your face,Taking Over Me
540,Evanescence,Fallen,8,19,If I look deep enough,Taking Over Me
541,Evanescence,Fallen,8,20,So many things inside that are just like you are taking over,Taking Over Me
542,Evanescence,Fallen,8,21,I believe in you,Taking Over Me
543,Evanescence,Fallen,8,22,I'll give up everything just to find you,Taking Over Me
544,Evanescence,Fallen,8,23,"I have to be with you to live, to breathe",Taking Over Me
545,Evanescence,Fallen,8,24,You're taking over me,Taking Over Me
546,Evanescence,Fallen,8,25,I believe in you,Taking Over Me
547,Evanescence,Fallen,8,26,I'll give up everything just to find you,Taking Over Me
548,Evanescence,Fallen,8,27,"I have to be with you to live, to breathe",Taking Over Me
549,Evanescence,Fallen,8,28,You're taking over me,Taking Over Me
550,Evanescence,Fallen,8,29,Taking over me,Taking Over Me
551,Evanescence,Fallen,8,30,You're taking over me,Taking Over Me
552,Evanescence,Fallen,8,31,Taking over me,Taking Over Me
553,Evanescence,Fallen,8,32,Taking over me,Taking Over Me
554,Evanescence,Fallen,9,1,Playground school bell rings again,Hello
555,Evanescence,Fallen,9,2,Rain clouds come to play again,Hello
556,Evanescence,Fallen,9,3,Has no one told you she's not breathing?,Hello
557,Evanescence,Fallen,9,4,"Hello, I'm your mind giving you someone to talk to",Hello
558,Evanescence,Fallen,9,5,Hello,Hello
559,Evanescence,Fallen,9,6,If I smile and don't believe,Hello
560,Evanescence,Fallen,9,7,Soon I know I'll wake from this dream,Hello
561,Evanescence,Fallen,9,8,"Don't try to fix me, I'm not broken",Hello
562,Evanescence,Fallen,9,9,"Hello, I'm the lie living for you so you can hide",Hello
563,Evanescence,Fallen,9,10,Don't cry,Hello
564,Evanescence,Fallen,9,11,Suddenly I know I'm not sleeping,Hello
565,Evanescence,Fallen,9,12,"Hello, I'm still here",Hello
566,Evanescence,Fallen,9,13,All that's left of yesterday,Hello
567,Evanescence,Fallen,10,1,"Hold on to me, love",My Last Breath
568,Evanescence,Fallen,10,2,You know I can't stay long,My Last Breath
569,Evanescence,Fallen,10,3,All I wanted to say was,My Last Breath
570,Evanescence,Fallen,10,4,"""I love you and I'm not afraid""",My Last Breath
571,Evanescence,Fallen,10,5,Can you hear me?,My Last Breath
572,Evanescence,Fallen,10,6,Can you feel me in your arms?,My Last Breath
573,Evanescence,Fallen,10,7,Holding my last breath,My Last Breath
574,Evanescence,Fallen,10,8,Safe inside myself,My Last Breath
575,Evanescence,Fallen,10,9,Are all my thoughts of you,My Last Breath
576,Evanescence,Fallen,10,10,Sweet raptured light?,My Last Breath
577,Evanescence,Fallen,10,11,It ends here tonight,My Last Breath
578,Evanescence,Fallen,10,12,I'll miss the winter,My Last Breath
579,Evanescence,Fallen,10,13,A world of fragile things,My Last Breath
580,Evanescence,Fallen,10,14,Look for me in the white forest,My Last Breath
581,Evanescence,Fallen,10,15,Hiding in a hollow tree (Come find me),My Last Breath
582,Evanescence,Fallen,10,16,I know you hear me,My Last Breath
583,Evanescence,Fallen,10,17,I can taste it in your tears,My Last Breath
584,Evanescence,Fallen,10,18,Holding my last breath,My Last Breath
585,Evanescence,Fallen,10,19,Safe inside myself,My Last Breath
586,Evanescence,Fallen,10,20,Are all my thoughts of you,My Last Breath
587,Evanescence,Fallen,10,21,Sweet raptured light?,My Last Breath
588,Evanescence,Fallen,10,22,It ends here tonight,My Last Breath
589,Evanescence,Fallen,10,23,Closing your eyes to disappear,My Last Breath
590,Evanescence,Fallen,10,24,You pray your dreams will leave you here,My Last Breath
591,Evanescence,Fallen,10,25,But still you wake and know the truth,My Last Breath
592,Evanescence,Fallen,10,26,No one's there,My Last Breath
593,Evanescence,Fallen,10,27,"Say goodnight, don't be afraid",My Last Breath
594,Evanescence,Fallen,10,28,"Calling me, calling me",My Last Breath
595,Evanescence,Fallen,10,29,As you fade to black,My Last Breath
596,Evanescence,Fallen,10,30,(Say goodnight) Holding my last breath,My Last Breath
597,Evanescence,Fallen,10,31,(Don't be afraid) Safe inside myself,My Last Breath
598,Evanescence,Fallen,10,32,"(Calling me, calling me) Are all my thoughts of you",My Last Breath
599,Evanescence,Fallen,10,33,Sweet raptured light?,My Last Breath
600,Evanescence,Fallen,10,34,It ends here tonight,My Last Breath
601,Evanescence,Fallen,10,35,Holding my last breath,My Last Breath
602,Evanescence,Fallen,10,36,Safe inside myself,My Last Breath
603,Evanescence,Fallen,10,37,Are all my thoughts of you,My Last Breath
604,Evanescence,Fallen,10,38,Sweet raptured light?,My Last Breath
605,Evanescence,Fallen,10,39,It ends here tonight,My Last Breath
606,Evanescence,Fallen,10,40,(Holding my last breath),My Last Breath
607,Evanescence,Fallen,11,1,Catch me as I fall,Whisper
608,Evanescence,Fallen,11,2,Say you're here and it's all over now,Whisper
609,Evanescence,Fallen,11,3,Speaking to the atmosphere,Whisper
610,Evanescence,Fallen,11,4,No one's here and I fall into myself,Whisper
611,Evanescence,Fallen,11,5,This truth drives me,Whisper
612,Evanescence,Fallen,11,6,Into madness,Whisper
613,Evanescence,Fallen,11,7,I know I can stop the pain,Whisper
614,Evanescence,Fallen,11,8,If I will it all away,Whisper
615,Evanescence,Fallen,11,9,If I will it all away,Whisper
616,Evanescence,Fallen,11,10,Don't turn away,Whisper
617,Evanescence,Fallen,11,11,(Don't give in to the pain),Whisper
618,Evanescence,Fallen,11,12,Don't try to hide,Whisper
619,Evanescence,Fallen,11,13,(Though they're screaming your name),Whisper
620,Evanescence,Fallen,11,14,Don't close your eyes,Whisper
621,Evanescence,Fallen,11,15,(God knows what lies behind them),Whisper
622,Evanescence,Fallen,11,16,Don't turn out the light,Whisper
623,Evanescence,Fallen,11,17,"(Never sleep, never die)",Whisper
624,Evanescence,Fallen,11,18,I'm frightened by what I see,Whisper
625,Evanescence,Fallen,11,19,But somehow I know,Whisper
626,Evanescence,Fallen,11,20,That there's much more to come,Whisper
627,Evanescence,Fallen,11,21,Immobilized by my fear,Whisper
628,Evanescence,Fallen,11,22,And soon to be,Whisper
629,Evanescence,Fallen,11,23,Blinded by tears,Whisper
630,Evanescence,Fallen,11,24,I can stop the pain,Whisper
631,Evanescence,Fallen,11,25,If I will it all away,Whisper
632,Evanescence,Fallen,11,26,If I will it all away,Whisper
633,Evanescence,Fallen,11,27,Don't turn away,Whisper
634,Evanescence,Fallen,11,28,(Don't give in to the pain),Whisper
635,Evanescence,Fallen,11,29,Don't try to hide,Whisper
636,Evanescence,Fallen,11,30,(Though they're screaming your name),Whisper
637,Evanescence,Fallen,11,31,Don't close your eyes,Whisper
638,Evanescence,Fallen,11,32,(God knows what lies behind them),Whisper
639,Evanescence,Fallen,11,33,Don't turn out the light,Whisper
640,Evanescence,Fallen,11,34,"(Never sleep, never die)",Whisper
641,Evanescence,Fallen,11,35,Fallen angels at my feet,Whisper
642,Evanescence,Fallen,11,36,Whispered voices at my ear,Whisper
643,Evanescence,Fallen,11,37,Death before my eyes,Whisper
644,Evanescence,Fallen,11,38,Lying next to me I fear,Whisper
645,Evanescence,Fallen,11,39,She beckons me,Whisper
646,Evanescence,Fallen,11,40,Shall I give in,Whisper
647,Evanescence,Fallen,11,41,Upon my end shall I begin,Whisper
648,Evanescence,Fallen,11,42,Forsaking all I've fallen for,Whisper
649,Evanescence,Fallen,11,43,I rise to meet the end,Whisper
650,Evanescence,Fallen,11,44,Don't turn away,Whisper
651,Evanescence,Fallen,11,45,(Don't give in to the pain),Whisper
652,Evanescence,Fallen,11,46,Don't try to hide,Whisper
653,Evanescence,Fallen,11,47,(Though they're screaming your name),Whisper
654,Evanescence,Fallen,11,48,Don't close your eyes,Whisper
655,Evanescence,Fallen,11,49,(God knows what lies behind them),Whisper
656,Evanescence,Fallen,11,50,Don't turn out the light,Whisper
657,Evanescence,Fallen,11,51,"(Never sleep, never die)",Whisper
658,Evanescence,Fallen,11,52,Don't turn away,Whisper
659,Evanescence,Fallen,11,53,(Don't give in to the pain),Whisper
660,Evanescence,Fallen,11,54,Don't try to hide,Whisper
661,Evanescence,Fallen,11,55,(Though they're screaming your name),Whisper
662,Evanescence,Fallen,11,56,Don't close your eyes,Whisper
663,Evanescence,Fallen,11,57,(God knows what lies behind them),Whisper
664,Evanescence,Fallen,11,58,Don't turn out the light,Whisper
665,Evanescence,Fallen,11,59,"(Never sleep, never die)",Whisper
666,Evanescence,Fallen,11,60,Don't turn away,Whisper
667,Evanescence,Fallen,11,61,(Don't give in to the pain),Whisper
668,Evanescence,Fallen,11,62,Don't try to hide,Whisper
669,Evanescence,Fallen,11,63,(Though they're screaming your name),Whisper
670,Evanescence,Fallen,11,64,Don't close your eyes,Whisper
671,Evanescence,Fallen,11,65,(God knows what lies behind them),Whisper
672,Evanescence,Fallen,11,66,Don't turn out the light,Whisper
673,Evanescence,Fallen,11,67,"(Never sleep, never die)",Whisper
674,Evanescence,Fallen,11,68,Servatis a periculum,Whisper
675,Evanescence,Fallen,11,69,Servatis a maleficum,Whisper
676,Evanescence,Fallen,12,1,I took their smiles and I made them mine,Farther Away
677,Evanescence,Fallen,12,2,I sold my soul just to hide the light,Farther Away
678,Evanescence,Fallen,12,3,And now I see what I really am,Farther Away
679,Evanescence,Fallen,12,4,"A thief, a whore, and a liar",Farther Away
680,Evanescence,Fallen,12,5,I run to you,Farther Away
681,Evanescence,Fallen,12,6,(And run away from this town),Farther Away
682,Evanescence,Fallen,12,7,Call out your name,Farther Away
683,Evanescence,Fallen,12,8,"(Giving up, giving in)",Farther Away
684,Evanescence,Fallen,12,9,I see you there,Farther Away
685,Evanescence,Fallen,12,10,(Still you are),Farther Away
686,Evanescence,Fallen,12,11,Farther away,Farther Away
687,Evanescence,Fallen,12,12,I'm numb to you - numb and deaf and blind,Farther Away
688,Evanescence,Fallen,12,13,You give me all but the reason why,Farther Away
689,Evanescence,Fallen,12,14,I reach but I feel only air at night,Farther Away
690,Evanescence,Fallen,12,15,"Not you, not love, just nothing",Farther Away
691,Evanescence,Fallen,12,16,I run to you,Farther Away
692,Evanescence,Fallen,12,17,(And run away from this town),Farther Away
693,Evanescence,Fallen,12,18,Call out your name,Farther Away
694,Evanescence,Fallen,12,19,"(Giving up, giving in)",Farther Away
695,Evanescence,Fallen,12,20,I see you there,Farther Away
696,Evanescence,Fallen,12,21,(Still you are),Farther Away
697,Evanescence,Fallen,12,22,Farther away,Farther Away
698,Evanescence,Fallen,12,23,Tried to forget you,Farther Away
699,Evanescence,Fallen,12,24,But without you I feel nothing,Farther Away
700,Evanescence,Fallen,12,25,"Don't leave me here, by myself",Farther Away
701,Evanescence,Fallen,12,26,I can't breathe,Farther Away
702,Evanescence,Fallen,12,27,I run to you,Farther Away
703,Evanescence,Fallen,12,28,(And run away from this town),Farther Away
704,Evanescence,Fallen,12,29,Call out your name,Farther Away
705,Evanescence,Fallen,12,30,"(Giving up, giving in)",Farther Away
706,Evanescence,Fallen,12,31,I see you there,Farther Away
707,Evanescence,Fallen,12,32,(Still you are),Farther Away
708,Evanescence,Fallen,12,33,Farther away,Farther Away
709,Evanescence,Fallen,12,34,I run to you,Farther Away
710,Evanescence,Fallen,12,35,(And run away from this town),Farther Away
711,Evanescence,Fallen,12,36,Call out your name,Farther Away
712,Evanescence,Fallen,12,37,"(Giving up, giving in)",Farther Away
713,Evanescence,Fallen,12,38,I see you there,Farther Away
714,Evanescence,Fallen,12,39,(Still you are),Farther Away
715,Evanescence,Fallen,12,40,Farther away,Farther Away
716,Evanescence,Fallen,12,41,Farther away,Farther Away
717,Evanescence,Fallen,12,42,Farther away,Farther Away
718,Evanescence,Fallen,12,43,Farther away,Farther Away
719,Evanescence,Fallen,12,44,Farther away,Farther Away
720,Evanescence,Fallen,12,45,Farther away,Farther Away
721,Evanescence,Fallen,13,1,I'm so tired of being here,My Immortal (Band Version)
722,Evanescence,Fallen,13,2,Suppressed by all my childish fears,My Immortal (Band Version)
723,Evanescence,Fallen,13,3,And if you have to leave,My Immortal (Band Version)
724,Evanescence,Fallen,13,4,I wish that you would just leave,My Immortal (Band Version)
725,Evanescence,Fallen,13,5,Your presence still lingers here,My Immortal (Band Version)
726,Evanescence,Fallen,13,6,And it won't leave me alone,My Immortal (Band Version)
727,Evanescence,Fallen,13,7,These wounds won't seem to heal,My Immortal (Band Version)
728,Evanescence,Fallen,13,8,This pain is just too real,My Immortal (Band Version)
729,Evanescence,Fallen,13,9,There's just too much that time cannot erase,My Immortal (Band Version)
730,Evanescence,Fallen,13,10,When you cried I'd wipe away all of your tears,My Immortal (Band Version)
731,Evanescence,Fallen,13,11,When you'd scream I'd fight away all of your fears,My Immortal (Band Version)
732,Evanescence,Fallen,13,12,And I held your hand through all of these years,My Immortal (Band Version)
733,Evanescence,Fallen,13,13,But you still have all of me,My Immortal (Band Version)
734,Evanescence,Fallen,13,14,You used to captivate me,My Immortal (Band Version)
735,Evanescence,Fallen,13,15,By your resonating light,My Immortal (Band Version)
736,Evanescence,Fallen,13,16,Now I'm bound by the life you left behind,My Immortal (Band Version)
737,Evanescence,Fallen,13,17,Your face it haunts,My Immortal (Band Version)
738,Evanescence,Fallen,13,18,My once pleasant dreams,My Immortal (Band Version)
739,Evanescence,Fallen,13,19,Your voice it chased away,My Immortal (Band Version)
740,Evanescence,Fallen,13,20,All the sanity in me,My Immortal (Band Version)
741,Evanescence,Fallen,13,21,These wounds won't seem to heal,My Immortal (Band Version)
742,Evanescence,Fallen,13,22,This pain is just too real,My Immortal (Band Version)
743,Evanescence,Fallen,13,23,There's just too much that time cannot erase,My Immortal (Band Version)
744,Evanescence,Fallen,13,24,When you cried I'd wipe away all of your tears,My Immortal (Band Version)
745,Evanescence,Fallen,13,25,When you'd scream I'd fight away all of your fears,My Immortal (Band Version)
746,Evanescence,Fallen,13,26,And I held your hand through all of these years,My Immortal (Band Version)
747,Evanescence,Fallen,13,27,But you still have all of me,My Immortal (Band Version)
748,Evanescence,Fallen,13,28,I've tried so hard to tell myself that you're gone,My Immortal (Band Version)
749,Evanescence,Fallen,13,29,But though you're still with me,My Immortal (Band Version)
750,Evanescence,Fallen,13,30,I've been alone all along,My Immortal (Band Version)
751,Evanescence,Fallen,13,31,When you cried I'd wipe away all of your tears,My Immortal (Band Version)
752,Evanescence,Fallen,13,32,When you'd scream I'd fight away all of your fears,My Immortal (Band Version)
753,Evanescence,Fallen,13,33,And I held your hand through all of these years,My Immortal (Band Version)
754,Evanescence,Fallen,13,34,But you still have all of me,My Immortal (Band Version)
755,Evanescence,Fallen,13,35,"Ah, me, ah, me, ah",My Immortal (Band Version)
756,Evanescence,The Open Door,1,1,"It's true, we're all a little insane",Sweet Sacrifice
757,Evanescence,The Open Door,1,2,But it's so clear,Sweet Sacrifice
758,Evanescence,The Open Door,1,3,Now that I'm unchained,Sweet Sacrifice
759,Evanescence,The Open Door,1,4,Fear is only in our minds,Sweet Sacrifice
760,Evanescence,The Open Door,1,5,Taking over all the time,Sweet Sacrifice
761,Evanescence,The Open Door,1,6,Fear is only in our minds,Sweet Sacrifice
762,Evanescence,The Open Door,1,7,"But it's taking over all the time, oh",Sweet Sacrifice
763,Evanescence,The Open Door,1,8,You poor sweet innocent thing,Sweet Sacrifice
764,Evanescence,The Open Door,1,9,Dry your eyes and testify,Sweet Sacrifice
765,Evanescence,The Open Door,1,10,You know you live to break me,Sweet Sacrifice
766,Evanescence,The Open Door,1,11,"Don't deny, sweet sacrifice",Sweet Sacrifice
767,Evanescence,The Open Door,1,12,"One day, I'm gonna forget your name",Sweet Sacrifice
768,Evanescence,The Open Door,1,13,And one sweet day you're gonna drown in my lost pain,Sweet Sacrifice
769,Evanescence,The Open Door,1,14,Fear is only in our minds,Sweet Sacrifice
770,Evanescence,The Open Door,1,15,Taking over all the time,Sweet Sacrifice
771,Evanescence,The Open Door,1,16,Fear is only in our minds,Sweet Sacrifice
772,Evanescence,The Open Door,1,17,But it's taking over all the time,Sweet Sacrifice
773,Evanescence,The Open Door,1,18,You poor sweet innocent thing,Sweet Sacrifice
774,Evanescence,The Open Door,1,19,Dry your eyes and testify,Sweet Sacrifice
775,Evanescence,The Open Door,1,20,"And oh, you love to hate me",Sweet Sacrifice
776,Evanescence,The Open Door,1,21,"Don't you, honey?",Sweet Sacrifice
777,Evanescence,The Open Door,1,22,I'm no sacrifice,Sweet Sacrifice
778,Evanescence,The Open Door,1,23,I dream in darkness,Sweet Sacrifice
779,Evanescence,The Open Door,1,24,I sleep to die,Sweet Sacrifice
780,Evanescence,The Open Door,1,25,Erase the silence,Sweet Sacrifice
781,Evanescence,The Open Door,1,26,Erase my life,Sweet Sacrifice
782,Evanescence,The Open Door,1,27,Do you wonder why you hate?,Sweet Sacrifice
783,Evanescence,The Open Door,1,28,Our burning ashes,Sweet Sacrifice
784,Evanescence,The Open Door,1,29,Blacken the day,Sweet Sacrifice
785,Evanescence,The Open Door,1,30,Are you still too weak to survive your mistakes?,Sweet Sacrifice
