artist,songs,popularity,link,genre
Kanye West,223,4,/kanye-west/,Hip Hop
Karmin,59,0.1,/karmin/,Pop
Kehlani,53,1.5,/kehlani/,Hip Hop
Kid Cudi,97,0.5,/kid-cudi/,Hip Hop
KOB$,1,0,/kobs/,Hip Hop
Kreayshawn,27,0.1,/kreayshawn/,Hip Hop
Kris Kross,9,0,/kris-kross/,Hip Hop
KroZ,15,0.3,/kroz/,Hip Hop
Kyle Lucas,4,0,/kyle-lucas/,Hip Hop
L-Zee,7,0,/l-zee/,Hip Hop
L.Thug,3,0,/l-thug/,Hip Hop
Lakatos mc,2,0,/lakatos-mc/,Hip Hop
Lakim Gatz,3,0,/lakim-gatz/,Hip Hop
Lecrae,72,0.3,/lecrae/,Hip Hop
Leo Kiss,1,0,/leo-kiss/,Hip Hop
LÃ©s MC,1,0,/les-mc/,Hip Hop
LÃ©von,3,0,/levon/,Hip Hop
Lil Chuckee,5,0,/lil-chuckee/,Hip Hop
Lil Mama,27,0,/lil-mama/,Hip Hop
Linha Fina,5,0,/linha-fina/,Hip Hop
LMFAO,44,0.7,/lmfao/,Pop
Logan,22,0,/logan/,Hip Hop
Logan Kreed,11,0,/logan-kreed/,Hip Hop
"Luiz, o Visitante",32,0,/luiz-o-visitante/,Hip Hop
Lune PirÃ¢mide MOB,7,0,/lune-piramide-mob/,Hip Hop
M.J.,1,0,/m-j/,Hip Hop
Mac Miller,212,1.4,/mac-miller/,Hip Hop
Maddiba,3,0,/maddiba/,Hip Hop
Mafia Dogs,6,0,/mafia-dogs/,Hip Hop
Mag,63,2.3,/mag/,Hip Hop
Malik Mustache,2,0,/malik-mustache/,Hip Hop
Mano Chriz,3,0,/mano-chriz/,Hip Hop
Maraka,1,0,/maraka/,Hip Hop
Marcelo D2,115,4.6,/marcelo-d2/,Hip Hop
Mariana Lima,2,0,/mariana-lima/,Hip Hop
Materia Escura,2,0,/materia-escura/,Hip Hop
Matheus C Maraj,1,0,/matheus-c-maraj/,Hip Hop
Matheus Maxxt,22,0,/matheus-maxxt/,Hip Hop
Matilha79,1,0,/matilha79/,Hip Hop
Mc Bonne,1,0,/mc-bonne/,Hip Hop
Mc Dyou,13,0,/mc-dyou/,Hip Hop
MC Filipe (2),1,0,/mc-filipe-2/,Hip Hop
Mc God,5,0,/mc-god/,Funk Carioca
MC Guga da VG,1,0,/mc-guga-da-vg/,Funk Carioca
Mc Leoest,16,0,/mc-leoest/,Funk Carioca
Mc Patrick MF,4,0,/mc-patrick-mf/,Funk Carioca
MC Rael Souza,12,0,/mc-rael-souza/,Funk Carioca
Mc Slim & Nuts Mc,1,0,/mc-slim-nuts-mc/,Hip Hop
Mc Sluck,1,0,/mc-sluck/,Hip Hop
Melvin Santhana,8,0,/melvin-santhana/,Samba
Menor pra Cristo,1,0,/menor-pra-cristo/,Hip Hop
MenteNativa Rap,8,0,/mentenativa-rap/,Hip Hop
Mika Means,1,0,/mika-means/,Hip Hop
Mindless Behavior,31,0,/mindless-behavior/,Hip Hop
Mon-Ra,7,0,/mon-ra/,Hip Hop
Monarquia RK,1,0,/monarquia-rk/,Hip Hop
Mystikal,80,0,/mystikal/,Hip Hop
N-Dubz,28,0,/n-dubz/,Hip Hop
Ne-yo,292,6.1,/ne-yo/,Hip Hop
Nedjo Negueja,6,0,/nedjo-negueja/,Hip Hop
Nedjo Negueja1,0,0,/nedjo-negueja1/,Hip Hop
Neggzy,1,0,/neggzy/,Hip Hop
Negra Li,50,0.9,/negra-li/,Hip Hop
Negru,3,0,/negru/,Hip Hop
Niko Souza,10,0,/niko-souza/,Hip Hop
Nilzzy Wamunene,1,0,/nilzzy-wamunene/,Hip Hop
NinguÃ©m Precisa Ser Heroi,7,0,/ninguem-precisa-ser-heroi/,Hip Hop
Obie Trice,74,0.1,/obie-trice/,Hip Hop
Obstinados,2,0,/obstinados/,Hip Hop
Omarion,130,0.2,/omarion/,Hip Hop
ORBT,1,0,/orbt/,Hip Hop
Pac Div,25,0,/pac-div/,Hip Hop
Pacificadores,98,2.2,/pacificadores/,Hip Hop
Papo Reto XII,3,0,/papo-reto-xii/,Hip Hop
Pharrell Williams,73,4,/pharrell-williams/,Pop
Pixel 0,1,0,/pixel-0/,Hip Hop
Playsson Life Style,6,0,/playsson-life-style/,Hip Hop
Poesia da Pista,4,0,/poesia-da-pista/,Hip Hop
Pollo,53,3.5,/pollo/,Hip Hop
Preck,1,0,/preck/,Hip Hop
Primavera Nacional,13,0,/primavera-nacional/,Hip Hop
Priscilla Feniks,8,0,/priscilla-feniks/,Hip Hop
Projota,138,15.7,/projota/,Hip Hop
ProtocoloMarcial,1,0,/protocolomarcial/,Hip Hop
Puff Daddy,108,1.7,/puff-daddy/,Hip Hop
Racionais Mc's,81,25.5,/racionais-mcs/,Hip Hop
Rafael Viva,3,0,/rafael-viva/,Hip Hop
Rap Com Vida,3,0,/rap-com-vida/,Hip Hop
Raphael BrandÃ£o,5,0,/raphael-brandao/,Hip Hop
Rashid,118,1.9,/rashid/,Hip Hop
Raul Novo,5,0,/raul-novo/,Hip Hop
Ray J,64,0.2,/ray-j/,Hip Hop
RE-PEN$E,2,0,/re-pense/,Hip Hop
Revolts GenuÃ_no,0,0,/revolts-genuino/,Hip Hop
Rihanna,243,40,/rihanna/,Pop
Rizzle Kicks,38,0,/rizzle-kicks/,Hip Hop
Roco e Diego,1,0,/roco-e-diego/,Hip Hop
Sacerdote Semmantiko,10,0,/sacerdote-semmantiko/,Hip Hop
Sad Song,1,0,/sad-song/,Hip Hop
Sanvick Mc,3,0,/sanvick-mc/,Hip Hop
Scarub,5,0,/scarub/,Hip Hop
Sean Kingston,86,1.9,/sean-kingston/,Pop
Sean Paul,164,14.7,/sean-paul/,Hip Hop
Sem Limites Sonoros,4,0,/sem-limites-sonoros/,Hip Hop
Setor Base,1,0,/setor-base/,Hip Hop
Shackal,2,0,/shackal/,Hip Hop
Shanell,95,0.1,/shanell/,Pop
Sharon DarkSide,1,0,/sharon-darkside/,Pop
SI AMES E,5,0,/si-ames-e/,Pop
Slum Village,31,0,/slum-village/,Hip Hop
Snoop Dogg,441,5,/snoop-dogg/,Hip Hop
Sollos,1,0,/sollos/,Hip Hop
SonReal,2,0,/sonreal/,Hip Hop
Souleye,31,0,/souleye/,Hip Hop
Sticky Fingaz,30,0,/sticky-fingaz/,Hip Hop
Super Swagger and Rizyka,1,0,/super-swagger-and-rizyka/,Hip Hop
Suspeitos na Mira,0,0,/suspeitos-na-mira/,Hip Hop
Swag do Rap,10,0,/swag-do-rap/,Hip Hop
T.I.,239,0.9,/t-i/,Hip Hop
Talibra,2,0,/talibra/,Hip Hop
TGS,1,0,/tgs/,Hip Hop
The Black MC,3,0,/the-black-mc/,Hip Hop
The Lonely Island,54,0.5,/the-lonely-island/,Hip Hop
The Malokeiroh,13,0,/the-malokeiroh/,Hip Hop
Thief,7,0,/thief/,Hip Hop
Tici Lino,9,0,/tici-lino/,Pop
Timbaland,143,1,/timbaland/,Hip Hop
Torion Sellers,12,0,/torion-sellers/,Hip Hop
Trap G O General,12,0,/trap-g-o-general/,Hip Hop
Travie McCoy,21,0.4,/travie-mccoy/,Hip Hop
Trevo MC,3,0,/trevo-mc/,Hip Hop
Trezeback,1,0,/trezeback/,Pop
Tribo da Periferia,112,10.8,/tribo-da-periferia/,Hip Hop
Tupac Shakur,383,10,/2pac-tupac-shakur/,Hip Hop
Twista,124,0.2,/twista/,Hip Hop
Ã_ltima Dose,4,0,/ultima-dose/,Hip Hop
Ultimato OverPlay,10,0,/ultimato-overplay/,Hip Hop
V3 REC,4,0,/v3-rec/,Hip Hop
VAGO$,3,0,/vagos/,Hip Hop
VayÃ¶lla,3,0,/vayolla/,Hip Hop
Velozes E Furiosos (Trilha-Sonora),56,2,/velozes-e-furiosos/,Hip Hop
Verbo Agressivo,4,0,/verbo-agressivo/,Hip Hop
Vince Staples,22,0.1,/vince-staples/,Hip Hop
Vini Ks,7,0,/vini-ks/,Hip Hop
Vinnie Paz,23,0,/vinnie-paz/,Hip Hop
Vittaw,2,0,/vittaw/,Hip Hop
W I L L I . P . D I N I,1,0,/w-i-l-l-i-p-d-i-n-i/,Hip Hop
Wale,80,0.3,/wale/,Hip Hop
Wallacy Gabriel,1,0,/wallacy-gabriel/,Hip Hop
Willow Smith,57,0.4,/willow-smith/,Pop
Wretch 32,26,0,/wretch-32/,Hip Hop
Wu-Tang Clan,141,0.4,/wu-tang-clan/,Hip Hop
Wyclef Jean,132,0.2,/wyclef-jean/,Hip Hop
XT-79,3,0,/xt-79/,Hip Hop
Xv,27,0,/xv/,Hip Hop
XXXTentacion,85,9.2,/xxxtentacion/,Hip Hop
Ya Boy,11,0,/ya-boy/,Hip Hop
Young Money,29,0,/young-money/,Hip Hop
Yudi Tamashiro,34,0.1,/yudi-tamashiro/,Pop
Yung Joc,37,0,/yung-joc/,Hip Hop
Zero 40 Hip Hop,3,0,/zero-40-hip-hop/,Hip Hop
Zona 027,4,0,/zona-027/,Hip Hop
*NSYNC,115,1,/nsync/,Pop
2M1,6,0,/2m1/,Pop
A-Ha,143,7.1,/a-ha/,Pop
A-Teens,61,0.1,/a-teens/,Pop
Adriano Andradi,17,0,/adriano-andradi/,Pop
Ahlex A.N,1,0,/ahlex-a-n/,Pop
Alexandre Ghati,3,0,/alexandre-ghati/,Hip Hop
Alice Rosa,1,0,/alice-rosa/,Pop
Aline Francelino,1,0,/aline-francelino/,Pop
Aline Willy,3,0,/aline-willy/,Pop
Allycia,4,0,/allycia/,Pop
Alvin & The Chipmunks,71,0,/alvin-the-chipmunks/,Pop
Aly Michalka,11,0,/aly-michalka/,Pop
Amanda Hellem,0,0,/amanda-hellem/,Pop
AnahÃ_,98,1.3,/anahi/,Pop
Anderson Negrine,1,0,/anderson-negrine/,Sertanejo
Andy Grammer,43,0.3,/andy-grammer/,Pop
Anggun,67,0,/anggun/,Pop
Anitta,104,40.1,/anitta/,Pop
Anne-M,4,0,/anne-m/,Pop
Annie Fabbreschi,7,0,/annie-fabbreschi/,Pop
Antunes,2,0,/antunes/,Funk Carioca
AramÃ ,5,0,/arama/,Pop
Ariana Grande,155,246.8,/ariana-grande/,Pop
Augustin Bernasconi,4,0,/augustin-bernasconi/,Pop
Aureo Cesar,1,0,/aureo-cesar/,Pop
Austin Mahone,86,0.9,/austin-mahone/,Pop
Banda ZeroHum,1,0,/banda-zerohum/,Pop
BÃ¡rbara Castro,1,0,/barbara-castro/,Pop
Beatriz (Gospel),1,0,/beatriz-gospel/,Pop
Beatriz Messias,6,0,/beatriz-messias/,Pop
BEATZ,1,0,/beatz/,Pop
Becky G,51,3.2,/becky-g/,Pop
Belinda,109,0.5,/belinda/,Pop
Belita,2,0,/belita/,Pop
Big Up,13,0.6,/big-up/,Pop
Billie The Vision and The Dancers,48,0,/billie-the-vision-and-the-dancers/,Pop
Blue,84,0.3,/blue/,Pop
Bopnova,10,0,/bopnova/,Pop
Bow Wow Wow,20,0,/bow-wow-wow/,Pop
Br'oz,31,0.3,/broz/,Pop
Brenno Creezy,22,0,/brenno-creezy/,Pop
Bridgit Mendler,52,0.5,/bridgit-mendler/,Pop
Britney Spears,310,9.8,/britney-spears/,Pop
Bruna Izi e Lafaiete,1,0,/bruna-izi-e-lafaiete/,Pop
Bruno Bessa,14,0,/bruno-bessa/,Pop
Burlesque,10,0,/burlesque-trilha-sonora/,Pop
Caio Dias,10,0,/caio-dias/,Pop
Caio Lira,4,0,/caio-lira/,Pop
Camila,51,1,/camila/,Pop
Camila Cabello,40,9.2,/camila-cabello/,Pop
Camilla Fernandes,6,0,/camilla-fernandes/,Pop
Carol Souza,1,0,/carol-souza/,Pop
Carolina Maria,1,0,/carolina-maria/,Pop
Caroline Gaspar,4,0.2,/caroline-gaspar/,Pop
Caroly,47,0,/caroly/,Pop
Carolzi,6,0,/carolzi/,Pop
Carpechill,7,0,/carpechill/,Pop
Carrossel de EmoÃ§Ãµes,12,0,/carrossel-de-emocoes/,Pop
Cash Cash,51,5.4,/cash-cash/,Pop
Cassie,69,0.2,/cassie/,Pop
Charice,75,0.2,/charice/,Pop
Charle$ilva,1,0,/charlesilva/,Pop
Cheetah Girls,69,0,/the-cheetah-girls/,Pop
Cheryl,66,0.1,/cheryl/,Pop
Christian ChÃ¡vez,34,0,/jose-christian-chavez/,Pop
Christian Seidl,2,0,/christian-seidl/,Pop
Christina Aguilera,220,9,/christina-aguilera/,Pop
Christina Grimmie,54,0.2,/christina-grimmie/,Pop
Christopher Cross,67,1.5,/christopher-cross/,Pop
Christopher Uckermann,29,0.1,/christopher-uckermann/,Pop
Chungha,17,0.1,/chungha/,Pop
Cimorelli,117,0.2,/cimorelli/,Pop
Cine,65,1.1,/cine/,Pop
Claudia Leitte,146,5.3,/claudia-leitte/,Pop
Claudinei Oliveira,28,0,/claudinei-oliveira/,Pop
Claudinho & Buchecha,74,3,/claudinho-buchecha/,Funk Carioca
Cody Simpson,107,0.7,/cody-simpson/,Pop
Colbie Caillat,103,5.5,/colbie-caillat/,Pop
Complexoj,13,0,/complexoj/,Pop
Conor Maynard,49,0.6,/conor-maynard/,Pop
Conrado BraganÃ§a,3,0,/conrado-braganca/,Pop
Corbin Bleu,34,0,/corbin-bleu/,Pop
Cordas Humanas,2,0,/cordas-humanas/,Pop
Cteste,4,0,/cteste/,Pop
Dado Dolabella,19,0.1,/dado-dolabella/,Pop
Dalto,31,0.3,/dalto/,Pop
Dani Crisani,2,0,/dani-crisani/,Pop
Daniel Pellegrini,17,0,/daniel-pellegrini/,Pop
Daniel Siwek,8,0,/daniel-siwek/,Pop
Daniel y Enrique,12,0,/daniel-y-enrique/,Pop
Daniela AraÃºjo,68,0.6,/daniela-araujo/,Pop
Dave August,4,0,/dave-august/,Pop
David Archuleta,126,0.6,/david-archuleta/,Pop
Deborah Campioni,9,0,/deborah-campioni/,Pop
Demi Lovato,182,21.1,/demi-lovato/,Pop
Destro,2,0,/destro/,Pop
Dima Bilan,65,0,/dima-bilan/,Pop
Diogo Ferreira,4,0,/diogo-ferreira/,Samba
Diogo Martins,3,0,/diogo-martins/,Funk Carioca
Dj Guiih,12,0,/dj-guiih/,Pop
DJ Marlboro,70,0.4,/dj-marlboro/,Funk Carioca
Dolls,18,0,/dolls/,Pop
Double,2,0,/double-suica/,Pop
Drich,24,0,/drich/,Pop
Du Rique,1,0,/du-rique/,Pop
DuBboy,10,0,/dubboy/,Pop
Duffy,37,0.3,/duffy/,Pop
Eden's Crush,23,0,/edens-crush/,Pop
Edu Gueda,21,0.1,/edu-gueda/,Pop
Elayne e Gislayne,2,0,/elayne-e-gislayne/,Pop
Ellie Goulding,121,18.3,/ellie-goulding/,Pop
Ellis Oliver,6,0,/ellis-oliver/,Pop
Encantado,10,0,/encantado/,Pop
Enzo PaixÃ£o,3,0,/enzo-paixao/,Pop
Erasure,204,0.9,/erasure/,Pop
Eric Strada,14,0,/eric-strada/,Pop
ETTO,1,0,/etto/,Pop
Fabiano Macieira,6,0,/fabiano-macieira/,Pop
FASE4,2,0,/fase4/,Pop
Feito CafÃ©,5,0,/feito-cafe/,Pop
Felipe Dylon,50,0.4,/felipe-dylon/,Pop
Fernanda Lemos,5,0,/fernanda-lemos/,Pop
Fernando Leite,24,0,/fernando-leite/,Pop
Fifth Harmony,131,5.5,/fifth-harmony/,Pop
Five,87,0.3,/five/,Pop
Fly,30,0,/fly-br/,Pop
Forever In Your Mind,24,0.1,/forever-in-your-mind/,Pop
Fotos,10,0,/fotos/,Pop
Frailen Sertanejo,18,0,/frailen-sertanejo/,Pop
Fran Rosas,11,0,/fran-rosas/,Pop
Frankie Goes To Hollywood,30,0.1,/frankie-goes-to-hollywood/,Pop
Gaabz,1,0,/gaabz/,Pop
Gabbie Fadel,1,0,/gabbie-fadel/,Pop
Gabi Borges,1,0,/gabi-borges/,Pop
Gabi Caroline,2,0,/gabi-caroline/,Sertanejo
Gabys,10,0,/gabys/,Pop
Gang 90 & as Absurdetes,17,0,/gang-90-absurdetes/,Pop
Geo,9,0,/geo/,Pop
Geovane Santos,15,0,/geovane-santos/,Pop
Geri Halliwell,61,0.1,/geri-halliwell/,Pop
Girlicious,53,0,/girlicious/,Pop
Goldfrapp,84,0,/goldfrapp/,Pop
Greyson Chance,37,0.1,/greyson-chance/,Pop
Grupo Blend,12,0,/grupo-blend/,Pop
Grupo Musicamp,4,0,/grupo-musicamp/,Pop
Grupo Palavra Certa,3,0,/grupo-palavra-certa/,Pop
Gus7avo Diniz,5,0,/gus7avo-diniz/,Pop
Gwenno,17,0,/gwenno/,Pop
Hanson,235,1.6,/hanson/,Pop
Henrrique Vieira,1,0,/henrrique-vieira/,Pop
High School Musical - A SeleÃ§Ã£o,23,0,/high-school-musical-a-selecao/,Pop
Hilreli,1,0,/hilreli/,Pop
IM5,28,0,/im5/,Pop
Ismael Lopes,2,0,/ismael-lopes/,Pop
Ivete Sangalo,275,11.5,/ivete-sangalo/,Pop
IZA,30,14.6,/iza/,Pop
James Arthur,86,20.9,/james-arthur/,Pop
James Biaggie,4,0,/james-biaggie/,Pop
Jamie Lynn Spears,18,0,/jamie-lynn-spears/,Pop
Janet Jackson,235,2.1,/janet-jackson/,Pop
Jasmine Villegas,54,0,/jasmine-villegas/,Pop
Jax Jones,6,0.3,/jax-jones/,Pop
Jennette McCurdy,38,0.1,/jennette-mccurdy/,Pop
Jenny Rocha,1,0,/jenny-rocha/,Pop
Jessica Simpson,94,0.4,/jessica-simpson/,Pop
Jewel,243,0.3,/jewel/,Pop
Jherry,4,0,/jherry/,Funk Carioca
Joan Osborne,111,1.8,/joan-osborne/,Pop
JoÃ£o Marx,1,0,/joao-marx/,Pop
JoJo,142,1.4,/jojo/,Pop
Jonatas Ribeiro,5,0,/jonatas-ribeiro/,Pop
Jordan Knight,38,0,/jordan-knight/,Pop
Jordin Sparks,78,0.8,/jordin-sparks/,Pop
Josh Rouse,66,0,/josh-rouse/,Pop
Ju Ribeiro,5,0,/ju-ribeiro/,Pop
Juan Marcus e VinÃ_cius,44,0.3,/juan-marcus-e-vinicius/,Pop
Juliana Bumbeer,5,0,/juliana-bumbeer/,Pop
Juliana Starry,4,0,/juliana-starry/,Pop
Julieta Venegas,153,0.9,/julieta-venegas/,Pop
Jullie,34,0.2,/jullie/,Pop
JÃºnior Soares,1,0,/junior-soares/,Pop
JÃºnior Soul,16,0,/junior-soul/,Pop
Kaleb KaraÃ£,4,0,/kaleb-karaa/,Pop
Kandies,1,0,/kandies/,Pop
Kat Graham,25,0.1,/kat-graham/,Pop
Katy Perry,167,18.3,/katy-perry/,Pop
Kdrew,20,0,/kdrew/,Pop
Kekel Pires,2,0,/kekel-pires/,Pop
Kesha,193,2.6,/kesha/,Pop
Kid Abelha,160,4.8,/kid-abelha/,Pop
KLB,129,2.5,/klb/,Pop
Korth,1,0,/korth/,Pop
Kudai,84,0,/kudai/,Pop
Lady Antebellum,101,3.5,/lady-antebellum/,Pop
Language of Flowers,12,0,/language-of-flowers/,Pop
Lanne,2,0,/lanne/,Pop
Lari PÃ¡dua,5,0,/lari-padua/,Pop
Laryssa e Rayssa,3,0,/laryssa-e-rayssa/,Pop
Lea Ferguson,12,0,/lea-ferguson/,Pop
Leandro Lopes,26,0.1,/leandro-lopes/,Pop
Leighton Meester,32,0.1,/leighton-meester/,Pop
Lene Alexandra,4,0,/lene-alexandra/,Pop
Lenylson Luan,2,0,/lenylson-luan/,Pop
Liah,66,0.2,/liah/,Pop
Lil Seven,26,0,/lil-seven/,Pop
Lily Allen,95,3.6,/lily-allen/,Pop
Linho Nato,1,0,/linho-nato/,Pop
Lippe,2,0,/lippe/,Funk Carioca
Little Mix,120,12.9,/little-mix/,Pop
Little Nation,15,0,/little-nation/,Pop
Loko Loko,1,0,/loko-loko/,Pop
Lolla Dias,3,0,/lolla-dias/,Pop
"LSD (Labrinth, Sia & Diplo)",5,9,/lsd-labrinth-sia-diplo/,Pop
Lu Andrade,30,0,/lu-andrade/,Pop
Luamarte,14,0.2,/luamarte/,Pop
Lucas Alencar,4,0,/lucas-alencar/,Pop
Lucas Hawkin,1,0,/lucas-hawkin/,Pop
Lucas Ing,1,0,/lucas-ing/,Pop
Lucca e Juann,9,0,/lucca-e-juann/,Pop
Luckas Carbonary,2,0,/luckas-carbonary/,Pop
LuÃ_sa Sonza,14,5.1,/luisa-sonza/,Pop
Luka,52,0.5,/luka/,Pop
Lulu Henrique,8,0,/lulu-henrique/,Pop
Maddi Jane,16,0,/maddi-jane/,Pop
Madness,141,0.2,/madness/,Pop
Maite Perroni,41,1,/maite-perroni-beorlegui/,Pop
Marcelo e Vinicius,2,0,/marcelo-e-vinicius/,Pop
Marcos Valle,68,0.3,/marcos-valle/,Pop
Mari Cardoso,1,0,/mari-cardoso/,Pop
Maria GadÃº,86,6.1,/maria-gadu/,Pop
Mariah Marini,3,0,/mariah-marini/,Pop
Mariana Rios,33,0,/mariana-rios/,Pop
Mariana SalomÃ£o,21,0,/mariana-salomao/,Pop
Marina Lima,187,1.7,/marina-lima/,Pop
Mario'ISO,1,0,/marioiso/,Pop
Matheus Bahia,4,0,/matheus-bahia/,Pop
Matheus D'Paula,6,0,/matheus-dpaula/,Pop
Matheus Gabriel,5,0,/matheus-gabriel/,Pop
Mattheus MÃ¡ximo,55,0,/mattheus-maximo/,Pop
Matthew Morrison,23,0,/matthew-morrison/,Pop
MaurÃ_cio Manieri,59,1.7,/mauricio-manieri/,Pop
Mavix,1,0,/mavix/,Pop
Mc Didizin,1,0,/mc-didizin/,Pop
Mc Illana,1,0,/mc-illana/,Funk Carioca
MC Leozinho,42,0.3,/mc-leozinho/,Funk Carioca
MC Mineiro,2,0,/mc-mineiro/,Pop
MC Rihanna da Baixada,9,0,/mc-rihanna-da-baixada/,Pop
MDJ,1,0,/mdj/,Pop
Meghan Trainor,69,5.5,/meghan-trainor/,Pop
Melanie C,139,0.3,/melanie-c/,Pop
Melissa Nkonda,8,0,/melissa-nkonda/,Pop
MetrÃ´,28,0.2,/metro/,Pop
Michael Jackson,299,35.3,/michael-jackson/,Pop
MichÃ©e. MB,12,0,/michee-mb/,Pop
Michel Grasiani,1,0,/michel-grasiani/,Pop
Michelle Wilson,7,0,/michelle-wilson/,Pop
Mietta,94,0,/mietta/,Pop
Mike,1,0,/mike/,Funk Carioca
Mike Posner,96,4.1,/mike-posner/,Pop
Miley Cyrus,260,16.6,/miley-cyrus/,Pop
Miliko San,2,0,/miliko-san/,Pop
Mone Garcia,2,0,/mone-garcia/,Pop
Nalanda,13,0,/nalanda/,Pop
Naldo,63,0.7,/naldo/,Funk Carioca
NanaLu,3,0,/nanalu/,Pop
Nancy Sinatra,52,0.3,/nancy-sinatra/,Pop
Nanda Florence,0,0,/nanda-florence/,Pop
Nanda Lynn,2,0,/nanda-lynn/,Pop
Natalia Damini,12,0,/natalia-damini/,Pop
Natalia Kills,57,0.2,/natalia-kills/,Pop
Neil Sedaka,72,0.5,/neil-sedaka/,Pop
New Kids On The Block,101,0.8,/new-kids-on-the-block/,Pop
Nexa,1,0,/nexa/,Pop
Niall Horan,15,1.6,/niall-horan/,Pop
Nick Carter,60,0.4,/nick-carter/,Pop
Nicolas Germano,8,1.1,/nicolas-germano/,Pop
Nicole Pillman,4,0,/nicole-pillman/,Pop
Nilton ArÃªas,1,0,/nilton-areas/,Pop
Nina Joory,1,0,/nina-joory/,Funk Carioca
Ninha Rayarchad,1,0,/ninha-rayarchad/,Sertanejo
NKOTBSB,9,0,/nkotbsb/,Pop
No Secrets,26,0,/no-secrets/,Pop
Nobre Carpinteiro,7,0,/nobre-carpinteiro/,Pop
O Vento Solar,4,0,/o-vento-solar/,Pop
O-Town,55,0,/o-town/,Pop
Off The King,8,0,/off-the-king/,Pop
Offcase,1,0,/offcase/,Pop
Olly Murs,109,0.8,/olly-murs/,Pop
Outasight,29,0.1,/outasight/,Pop
Ov7,172,0.1,/ov7/,Pop
Paris Hilton,27,0.1,/paris-hilton/,Pop
Patrick Nuo,46,0,/patrick-nuo/,Pop
Paula Abdul,47,0.2,/paula-abdul/,Pop
Paula Fernandes,215,10.4,/paula-fernandes/,Sertanejo
Paulina Rubio,143,0.2,/paulina-rubio/,Pop
Paulo Ricardo,143,2.2,/paulo-ricardo/,Pop
Pedro Naves e Rafael,6,0,/pedro-naves-e-rafael/,Pop
Pedro PHS,4,0,/pedro-phs/,Pop
Pelek,1,0,/pelek/,Pop
Pixie Lott,98,0.2,/pixie-lott/,Pop
Popular e Sertanejo,3,0,/popular-e-sertanejo/,Pop
Prefab Sprout,120,0.1,/prefab-sprout/,Pop
Preta Gil,66,0.7,/preta-gil/,Pop
Prisca Borba,10,0,/prisca-borba/,Pop
Projeto Autor,1,0,/projeto-autor/,Pop
Quartzo Band,3,0,/quartzo-band/,Pop
Rafa Lucci,1,0,/rafa-lucci/,Pop
Rafael Barreto,34,0,/rafael-barreto/,Pop
Rafael Vidalles,7,0,/rafael-vidalles/,Pop
Rag'n'Bone Man,32,6.6,/ragnbone-man/,Pop
Raphaella,4,0,/raphaella/,Funk Carioca
Raven-SymonÃ©,64,0,/raven-symone/,Pop
Rebecca Black,14,0.2,/rebecca-black/,Pop
Reik,101,0.7,/reik/,Pop
Renan Cavolik,2,0,/renan-cavolik/,Pop
Renata Randel,2,0,/renata-randel/,Pop
Restart,60,0.8,/restart/,Pop
Ria Mae,1,0,/ria-mae/,Pop
Rick Astley,98,1.6,/rick-astley/,Pop
Rick Springfield,20,0,/rick-springfield/,Pop
Ricky Martin,163,3.5,/ricky-martin/,Pop
Rique BrandÃ£o,3,0,/rique-brandao/,Pop
Rita Ora,56,5.7,/rita-ora/,Pop
Rob Nunes,10,0.1,/rob-nunes/,Pop
Roberto Maia,36,0,/roberto-maia/,Pop
Robyn,92,0.8,/robyn/,Pop
Rodrigo Junior,8,0,/rodrigo-junior/,Pop
Rodrigo Ta,1,0,/rodrigo-ta/,Pop
Roger Costta,1,0,/roger-costta/,Pop
Ronny Acelo,3,0,/ronny-acelo/,Pop
Roya,1,0,/roya/,Pop
Sad Boy,1,0,/sad-boy/,Pop
Samantha Jade,40,0,/samantha-jade/,Pop
Samuel Matthew,0,0,/samuel-matthew/,Pop
Sandra Campos,3,0,/sandra-campos/,Pop
Sara Bareilles,92,1.9,/sara-bareilles/,Pop
Savannah Outen,16,0,/savannah-outen/,Pop
Se7en,111,0,/se7en/,Pop
Seal,153,3.4,/seal/,Pop
Sebah,15,0,/sebah/,Pop
Selena Gomez,156,12.2,/selena-gomez/,Pop
Sem Atalhos,7,0,/sem-atalhos/,Pop
Shakira,185,33.5,/shakira/,Pop
Shania Twain,113,8,/shania-twain/,Pop
Shawn Mendes,69,35.8,/shawn-mendes/,Pop
Six Pack,34,0,/six-pack/,Pop
Spandau Ballet,54,0.5,/spandau-ballet/,Pop
Spice Girls,76,3.6,/spice-girls/,Pop
Stall the Ã–range,0,0,/stall-the-orange/,Pop
StÃªnio Valter,1,0,/stenio-valter/,Pop
Sterling Knight,10,0.2,/sterling-knight/,Pop
Sugababes,134,0.2,/sugababes/,Pop
Sun Ho,5,0,/ho-yeow-sun/,Pop
Take That,140,1.2,/take-that/,Pop
Talita Caldas,2,0,/talita-caldas/,Pop
Tammin,12,0,/tammin/,Pop
Tangina Stone,5,0,/tangina-stone/,Pop
Tania Aura,5,0,/tania-aura/,Pop
Taylor Swift,261,28.1,/taylor-swift/,Pop
Tears For Fears,91,4.4,/tears-for-fears/,Pop
Terry Dourado,1,0,/terry-dourado/,Pop
Thaeme,22,0,/thaeme-marioto/,Pop
The Cardigans,85,0.4,/the-cardigans/,Pop
The Chiffons,6,0,/the-chiffons/,Pop
The Corrs,140,1.2,/the-corrs/,Pop
