artist,songs,popularity,link,genre
Raphael Alencar (2),1,0,/raphael-alencar-2/,Sertanejo
Raul Rodrigues,5,0,/raul-rodrigues/,Sertanejo
Raul Torres e FlorÃªncio,51,0.1,/raul-torres-e-florencio/,Sertanejo
Rayane Diniz e Luana,1,0,/rayane-diniz-e-luana/,Sertanejo
Rayane e Rafaela,10,0.1,/rayane-e-rafaela/,Sertanejo
Relber e Allan,59,0.2,/relber-e-allan/,Sertanejo
Renan & Rafael,28,0,/renan-rafael/,Sertanejo
Renan e Ray,41,1,/renan-e-rai/,Sertanejo
Renan Miler e Raphael,5,0,/renan-miler-e-raphael/,Sertanejo
Renan Ribeiro,4,0,/renan-ribeiro/,Sertanejo
Renata Motta,8,0,/renata-motta/,Sertanejo
Ricardo Costa e Eduardo,3,0,/ricardo-costa-e-eduardo/,Sertanejo
Ricardo e Eduardo,23,0,/ricardo-e-eduardo/,Sertanejo
Ricardo e JoÃ£o Fernando,71,0.1,/ricardo-e-joao-fernando/,Sertanejo
Ricardo Ozcar,2,0,/ricardo-ozcar/,Sertanejo
Rick & Rangel,61,0,/rick-rangel/,Sertanejo
Rick & Renner,343,5,/rick-e-renner/,Sertanejo
Rick Oliveira Jr.,10,0,/rick-oliveira-jr/,Sertanejo
Rionegro & SolimÃµes,252,3,/rio-negro-e-solimoes/,Sertanejo
Robert e Ronan,3,0,/robert-e-ronan/,Sertanejo
Roberta Miranda,280,2,/roberta-miranda/,Sertanejo
Robson e Renan,21,0,/robson-e-renan/,Sertanejo
Rodolpho e Tonny,6,0,/rodolpho-e-tonny/,Sertanejo
Rodrigo e Luciano,0,0,/rodrigo-e-luciano/,Sertanejo
Rodrigo e Ravel,21,0,/rodrigo-e-ravel/,Sertanejo
Rodrigo Freitas,11,0,/rodrigo-freitas/,Sertanejo
Rodrigo Freitas e Xavier,33,0,/rodrigo-freitas-e-xavier/,Sertanejo
Rodrigo Lessa e Miguel,18,0,/rodrigo-lessa-e-miguel/,Sertanejo
Roger & RogÃ©rio,56,0,/roger-rogerio/,Sertanejo
Ronny e Max,38,0,/ronny-e-max/,Sertanejo
Ronny e Rangel,61,0.1,/ronny-e-rangel/,Sertanejo
RosÃ©lia Sousa Oliveira,24,0,/roselia-sousa-oliveira/,Sertanejo
Roy Marcos,2,0,/roy-marcos/,Sertanejo
Ruan e Marcelo,17,0,/ruan-e-marcelo/,Sertanejo
Rud e Robson,41,0,/rud-e-robson/,Sertanejo
Ryck e Kleber,6,0,/ryck-e-kleber/,Sertanejo
Samir Matos,32,0,/samir-matos/,Sertanejo
Santiago e Querubim,36,0,/santiago-e-querubim/,Sertanejo
Santorine,30,0.2,/santorine/,Sertanejo
SÃ©rgio e Thiago,1,0,/sergio-e-thiago/,Sertanejo
SÃ©rgio Reis,239,0.7,/sergio-reis/,Sertanejo
Seu Maxixe,38,0,/seu-maxixe/,Sertanejo
Sheila AraÃºjo,10,0,/sheila-araujo/,Sertanejo
Sinesio e Henrique,33,0,/sinesio-e-henrique/,Sertanejo
SÃ_ ModÃ£o,4,0.1,/so-modao/,Sertanejo
StÃ©fano e Leonardo,18,0,/stefano-e-leonardo/,Sertanejo
Sula Miranda,62,0.1,/sula-miranda/,Sertanejo
Sulino e Marrueiro,92,0.1,/sulino-e-marrueiro/,Sertanejo
Tais e Raffael,3,0,/tais-e-raffael/,Sertanejo
Talles GuimarÃ£es,19,0,/talles-guimaraes/,Sertanejo
TchÃª Garotos,147,1,/tche-garotos/,Sertanejo
Teo e Edu,60,0.1,/teo-e-edu/,Sertanejo
Teo e Henrique,4,0,/teo-e-henrique/,Sertanejo
Teodoro e Sampaio,443,2.8,/teodoro-e-sampaio/,Sertanejo
Thais Miziara,2,0,/thais-miziara/,Sertanejo
Theo Andrade,1,0,/theo-andrade/,Sertanejo
ThÃ©o e Thiago,1,0,/theo-e-thiago/,Sertanejo
Thiago e Asael,1,0,/thiago-e-asael/,Sertanejo
Thiago Elias & Alexandre,1,0,/thiago-elias-alexandre/,Sertanejo
Thiago Moura,1,0,/thiago-moura/,Sertanejo
Thiago Pinho,4,0,/thiago-pinho/,Sertanejo
ThomÃ© e Thobias,8,0,/thome-e-thobias/,Sertanejo
Three Sertanejos,6,0,/three-sertanejos/,Sertanejo
Tiago & Jorge,5,0,/tiago-jorge/,Sertanejo
Tiago Alves,4,0,/tiago-alves/,Sertanejo
Tiago e Rodrigo,18,0,/tiago-e-rodrigo/,Sertanejo
Tiano,0,0,/tiano/,Sertanejo
TiÃ£o Carreiro & Carreirinho,14,0,/tiao-carreiro-carreirinho/,Sertanejo
TiÃ£o Carreiro & ParaÃ_so,58,0,/tiao-carreiro-paraiso/,Sertanejo
TiÃ£o Carreiro e Pardinho,412,7,/tiao-carreiro-e-pardinho/,Sertanejo
Tibagi e Miltinho,106,0.1,/tibagi-e-miltinho/,Sertanejo
Tom E Arnaldo,33,0,/tom-e-arnaldo-11/,Sertanejo
Tom Marques,3,0,/tom-marques/,Sertanejo
Tonico e Tinoco,270,3.2,/tonico-e-tinoco/,Sertanejo
Trio Parada Dura,307,4.6,/trio-parada-dura/,Sertanejo
Tutuca e Jean,16,0,/tutuca-e-jean/,Sertanejo
Ugo Cappelli & Bruno,12,0,/ugo-cappelli-bruno/,Sertanejo
Vagner Ramos,2,0,/vagner-ramos/,Sertanejo
Val e Simone,9,0,/val-e-simone/,Sertanejo
Valter & Guilherme,8,0,/valter-guilherme/,Sertanejo
Vando Moura E Rafael,20,0,/vando-moura-e-rafael/,Sertanejo
Vanoly Cigano,9,0.1,/vanoly-cigano/,Sertanejo
Victor e Diogo,25,0,/victor-e-diogo/,Sertanejo
Victor e Leo,181,8,/victor-leo/,Sertanejo
Victor e Matheus,70,0.2,/victor-e-matheus/,Sertanejo
Victor e Renato,17,0,/victor-e-renato/,Sertanejo
Victor e VinÃ_cius,36,0,/victor-e-vinicius/,Sertanejo
Victor Lins,10,0,/victor-lins/,Sertanejo
Vitor e Vanessa,2,0,/vitor-e-vanessa/,Sertanejo
Vitor Hugo e Daniel,32,0.1,/vitor-hugo-e-daniel/,Sertanejo
Wander Almeida,63,0,/wander-almeida/,Sertanejo
Welington Miranda,1,0,/welington-miranda/,Sertanejo
Wesley & Lucas,2,0,/wesley-lucas/,Sertanejo
William Couto & Adriano,6,0,/william-couto-adriano/,Sertanejo
Ygor Frois,4,0,/ygor-frois/,Sertanejo
Yuri e Kaue,2,0,/yuri-e-kaue/,Sertanejo
Yuri e Rafael,0,0,/yuri-e-rafael/,Sertanejo
ZÃ© Carreiro e Carreirinho,92,0.2,/ze-carreiro-e-carreirinho/,Sertanejo
ZÃ© do Rancho & ZÃ© do Pinho,83,0,/ze-do-rancho-ze-do-pinho/,Sertanejo
ZÃ© Felippe e Murilo,1,0,/ze-felippe-e-murilo/,Sertanejo
ZÃ© Fortuna & Pitangueira,86,0,/ze-fortuna-pitangueira/,Sertanejo
ZÃ© Mariano JÃºnior e Rosmarina,18,0,/ze-mariano-junior-e-rosmarina/,Sertanejo
ZÃ© Mulato & Cassiano,90,0,/ze-mulato-cassiano/,Sertanejo
ZÃ© Neto e Cristiano,106,37.6,/ze-neto-e-cristiano/,Sertanejo
ZÃ© Ricardo e Thiago,70,0.4,/ze-ricardo-e-thiago/,Sertanejo
ZÃ© Tapera e Teodoro,75,0.1,/ze-tapera-e-teodoro/,Sertanejo
ZezÃ© Di Camargo e Luciano,444,36.7,/zeze-di-camargo-e-luciano/,Sertanejo
Zilo e Zalo,158,0.2,/zilo-e-zalo/,Sertanejo
Ander-som Brasil,37,0,/ander-som-brasil/,Funk Carioca
Andrezinho Shock,18,0.3,/andrezinho-shock/,Funk Carioca
Androw,1,0,/androw/,Funk Carioca
Arquiteto do Amor,2,0,/arquiteto-do-amor/,Funk Carioca
As Danadinhas,12,0,/as-danadinhas/,Funk Carioca
Backdi e Bio G3,5,0,/backdi-e-bio-g3/,Funk Carioca
Bob Rum,20,0.2,/bob-rum/,Funk Carioca
Bola de Fogo,13,0.8,/bola-de-fogo/,Funk Carioca
Bonde da Oskley,16,0,/bonde-da-oskley/,Funk Carioca
Bonde Das Gramadas,5,0,/bonde-das-gramadas/,Funk Carioca
Bonde Das Maravilhas,29,0.3,/bonde-das-maravilhas/,Funk Carioca
Bonde do RolÃª,43,0.1,/bonde-do-role/,Funk Carioca
Bonde do TigrÃ£o,48,0.9,/bonde-do-tigrao/,Funk Carioca
Bonde do Vinho,35,0,/bonde-do-vinho/,Funk Carioca
Bonde Dos Perversos,10,0,/bonde-dos-perversos/,Funk Carioca
Bonde TesÃ£o,15,0,/bonde-tesao/,Funk Carioca
Buchecha,63,0.5,/buchecha/,Funk Carioca
Buchecha & Sabrina,4,0,/buchecha-sabrina/,Funk Carioca
Caroline Miranda,1,0.1,/caroline-miranda/,Funk Carioca
Chiquinho e Amaral,8,0,/chiquinho-e-amaral/,Funk Carioca
Cidinho e Doca,31,0,/mcs-cidinho-e-doca/,Funk Carioca
David Bolado,27,0,/david-bolado/,Funk Carioca
Deize Tigrona,9,0.1,/deize-tigrona/,Funk Carioca
Dj AutÃªntico,0,0,/dj-autentico/,Funk Carioca
DJ Cris,1,0,/dj-cris/,Funk Carioca
DJ San e Dieguinho G,1,0,/dj-san-e-dieguinho-g/,Funk Carioca
DJ Thiago,12,0,/dj-thiago/,Funk Carioca
Duda do MarapÃ©,20,0.2,/duda-do-marape/,Funk Carioca
Formiga DJ,10,0,/formiga-dj/,Funk Carioca
FuracÃ£o 2000,57,2.8,/furacao-2000/,Funk Carioca
Gaiola Das Popozudas,60,1.6,/gaiola-das-popozudas/,Funk Carioca
GepÃª MC,8,0,/gepe-mc/,Funk Carioca
Gorila e Preto,14,0.2,/gorila-e-preto/,Funk Carioca
Gustavo Santos,17,0,/gustavo-santos/,Funk Carioca
Jaula Das Gostosudas,19,0.1,/jaula-das-gostosudas/,Funk Carioca
Jerry Smith,19,2.1,/jerry-smith/,Funk Carioca
Jhowzinho e Kadinho,7,0.1,/jhowzinho-e-kadinho/,Funk Carioca
Jonathan Costa,15,0.3,/jonathan-costa/,Funk Carioca
Juliana e As Fogosas,14,0,/juliana-e-as-fogosas/,Funk Carioca
Justiceiras do Funk,9,0,/justiceiras-do-funk/,Funk Carioca
Karinna Spencer,1,0,/karinna-spencer/,Funk Carioca
Lady Fortunato,1,0,/lady-fortunato/,Funk Carioca
Leandro e As Abusadas,12,0,/leandro-e-as-abusadas/,Funk Carioca
Leo Sannttos,5,0,/leo-sannttos/,Funk Carioca
Lucca Venuci,2,0,/lucca-venuci/,Funk Carioca
Ludmilla,53,6.5,/ludmilla/,Funk Carioca
Malha Funk,12,0.1,/malha-funk/,Funk Carioca
Max Pierre,19,0,/max-pierre/,Funk Carioca
Mc Ale Soares,1,0.2,/mc-ale-soares/,Funk Carioca
Mc Angelo,4,0,/mc-angelo/,Funk Carioca
"Mc Arthur, o Sheik",9,0,/mc-arthur-o-sheik/,Funk Carioca
MC Babi,11,0,/mc-babi/,Funk Carioca
Mc Bahea,3,0,/mc-bahea/,Funk Carioca
MC Biel #NPF,4,0,/mc-biel-npf/,Funk Carioca
Mc Biju,12,0.1,/mc-biju/,Funk Carioca
Mc BNN,9,0,/mc-bnn/,Funk Carioca
MC Bocarra,3,0,/mc-bocarra/,Funk Carioca
Mc Bola,14,0.3,/mc-bola/,Funk Carioca
Mc Bolado do Recife,8,0,/mc-bolado-do-recife/,Funk Carioca
Mc Boy do Charme,27,0.4,/mc-boy-do-charme/,Funk Carioca
Mc Bruninho,5,1.6,/mc-bruninho/,Funk Carioca
Mc BuiÃº,15,0.1,/mc-buiu/,Funk Carioca
Mc Byana,18,0.1,/mc-byana/,Funk Carioca
MC Cacau,15,0.1,/mc-cacau/,Funk Carioca
Mc Careca,21,0.1,/mc-careca/,Funk Carioca
Mc Carol,21,10.7,/mc-carol/,Funk Carioca
MC Cezareth,12,0,/mc-cezareth/,Funk Carioca
Mc Clebinho,14,0,/mc-clebinho/,Funk Carioca
Mc Copinho,9,0.1,/mc-copinho/,Funk Carioca
Mc Coringa,5,0,/mc-coringa/,Funk Carioca
MC CrÃ©u,17,0,/mc-creu-funk/,Funk Carioca
Mc Dadinho e Diguinho,2,0,/mc-dadinho-e-diguinho/,Funk Carioca
Mc Daleste,114,3.2,/mc-daleste/,Funk Carioca
Mc Dan,1,0,/mc-dan/,Funk Carioca
Mc DedÃ©,49,0.9,/mc-dede/,Funk Carioca
MC Delley,6,0,/mc-delley/,Funk Carioca
Mc DidÃ´,18,0.2,/mc-dido/,Funk Carioca
Mc Diguinho,11,0.1,/mc-diguinho/,Funk Carioca
Mc DodÃ´,10,0.1,/mc-dodo/,Funk Carioca
Mc Douglinhas,2,0,/mc-douglinhas/,Funk Carioca
Mc Duduzinho,65,0.4,/mc-duduzinho/,Funk Carioca
MC Eller,4,0,/mc-eller/,Funk Carioca
Mc Etiopia,2,0,/mc-etiopia/,Funk Carioca
Mc Fabin da VL,1,0,/mc-fabin-da-vl/,Funk Carioca
MC FalcÃ£o,2,0,/mc-falcao/,Funk Carioca
Mc Felipe BoladÃ£o,39,1.4,/mc-felipe-boladao/,Funk Carioca
Mc Felype,5,0,/mc-felype/,Funk Carioca
Mc Fioti,15,0.3,/mc-fioti/,Funk Carioca
Mc Frank,46,0.4,/mc-frank/,Funk Carioca
MC G15,12,3.5,/mc-g15/,Funk Carioca
Mc G3,14,0.5,/mc-g3/,Funk Carioca
Mc G7,16,0.1,/mc-g7/,Funk Carioca
Mc Gaah e Mc BP,1,0,/mc-gaah-e-mc-bp/,Funk Carioca
Mc Galo,15,0.1,/mc-galo/,Funk Carioca
Mc Gibi,15,0.1,/mc-gibi/,Funk Carioca
Mc Gil do Andarai,22,0.2,/mc-gil-do-andarai/,Funk Carioca
Mc GodÃ´,11,0.1,/mc-godo/,Funk Carioca
Mc Gringo,2,0,/mc-gringo/,Funk Carioca
Mc Gui,27,1.1,/mc-gui/,Funk Carioca
MC GuimÃª,56,0.8,/mc-guime/,Funk Carioca
MC Hariel,49,2.4,/mc-hariel/,Funk Carioca
Mc Hudson 22,9,0.2,/mc-hudson-22/,Funk Carioca
Mc Islaibe,1,0,/mc-islaibe/,Funk Carioca
MC J15,6,0,/mc-j15/,Funk Carioca
Mc Jadson BoladÃ£o,1,0,/mc-jadson-boladao/,Funk Carioca
MC Japa e MC Japinha,7,0,/mc-japa-e-mc-japinha/,Funk Carioca
Mc Jefinho,18,0.2,/mc-jefinho/,Funk Carioca
Mc Jennifer,3,0,/mc-jennifer/,Funk Carioca
Mc Jenny,7,0,/mc-jenny/,Funk Carioca
MC JG,4,0,/mc-jg/,Funk Carioca
Mc JoÃ£ozinho VT,7,0,/mc-joaozinho-vt/,Funk Carioca
Mc John MarquÃªs,1,0,/mc-john-marques/,Funk Carioca
Mc Juninho,18,0,/mc-juninho/,Funk Carioca
Mc K9,37,0.2,/mc-k9/,Funk Carioca
Mc Karyne da Provi,1,0,/mc-karyne-da-provi/,Funk Carioca
Mc Katia,48,0.6,/mc-katia/,Funk Carioca
Mc Kauan,23,0.3,/mc-kauan/,Funk Carioca
Mc Keke,11,0,/mc-keke/,Funk Carioca
Mc Kelvinho,49,0.4,/mc-kelvinho/,Funk Carioca
Mc Kevinho,24,5.8,/mc-kevinho/,Funk Carioca
Mc kill,1,0,/mc-kill/,Funk Carioca
mc Kira,0,0,/mc-kira/,Funk Carioca
Mc Koringa,37,0.3,/mc-koringa/,Funk Carioca
MC Lan,23,2.3,/mc-lan/,Funk Carioca
Mc Lany,10,0,/mc-lany/,Funk Carioca
MC LelÃ©to,4,0.1,/mc-leleto/,Funk Carioca
Mc Leozinho do Recife,31,0.1,/mc-leozinho-do-recife/,Funk Carioca
Mc Lexx,1,0,/mc-lexx/,Funk Carioca
Mc Livinho,82,20.1,/mc-livinho/,Funk Carioca
Mc Lon,64,0.8,/mc-lon/,Funk Carioca
MC Lone,2,0,/mc-lone/,Funk Carioca
Mc Luan,32,0.2,/mc-luan/,Funk Carioca
Mc MÃ¡gico,6,0.1,/mc-magico/,Funk Carioca
Mc Magrinho,29,0.4,/mc-magrinho/,Funk Carioca
Mc Maiquinho,26,0.1,/mc-maiquinho/,Funk Carioca
Mc Mallone,5,0,/mc-mallone/,Funk Carioca
Mc Marcelly,76,1.9,/mc-marcelly/,Funk Carioca
MC Marcinho,95,2.5,/mc-marcinho/,Funk Carioca
MC Marcio G,20,0.1,/mc-marcio-g/,Funk Carioca
Mc Martinho,14,0.6,/mc-martinho/,Funk Carioca
Mc Mascote,14,0.1,/mc-mascote/,Funk Carioca
Mc Max,20,0.2,/mc-max/,Funk Carioca
MC MegaRik,1,0,/mc-megarik/,Funk Carioca
Mc Menor,4,0.1,/mc-menor/,Funk Carioca
Mc Menorzinha,25,0.2,/mc-menorzinha/,Funk Carioca
MC Menorzinho da DG,2,0,/mc-menorzinho-da-dg/,Funk Carioca
Mc Mi da Fabril,0,0,/mc-mi-da-fabril/,Funk Carioca
Mc Nego Blue,35,0.6,/mc-nego-blue/,Funk Carioca
Mc Neguinho do Kaxeta,41,2.8,/mc-neguinho-do-kaxeta/,Funk Carioca
Mc Nobruh,10,0,/mc-nobruh-equipamento-da-oakley-2/,Funk Carioca
MC Novinho,13,0,/mc-novinho/,Funk Carioca
Mc Orelha,16,2.3,/mc-orelha/,Funk Carioca
Mc Pack Original,3,0,/mc-pack-original/,Funk Carioca
Mc Patoroko,5,0,/mc-patoroko/,Funk Carioca
MC PÃ© de Pano,5,0,/mc-pe-de-pano/,Funk Carioca
Mc Pekeno,29,0.1,/mc-pekeno/,Funk Carioca
Mc PelÃ©,17,0.1,/mc-pele/,Funk Carioca
Mc Pet,15,0.1,/mc-pet/,Funk Carioca
MC PikenaSK,1,0,/mc-pikenask/,Funk Carioca
Mc Pingo,2,0,/mc-pingo/,Funk Carioca
Mc Pocahontas,34,1.2,/mc-pocahontas/,Funk Carioca
Mc Primo,23,0.2,/mc-primo/,Funk Carioca
Mc Princesa e Plebeu,6,0,/mc-princesa-e-plebeu/,Funk Carioca
Mc Rael,7,0.8,/mc-rael/,Funk Carioca
Mc Renan,3,0.1,/mc-renan/,Funk Carioca
Mc Ricardo,13,0,/mc-ricardo/,Funk Carioca
Mc Roba Cena,22,0.1,/mc-roba-cena/,Funk Carioca
Mc Robinho de Prata,8,0,/mc-robinho-de-prata/,Funk Carioca
Mc Rodolfinho,39,5,/mc-rodolfinho/,Funk Carioca
MC Rojai,2,0,/mc-rojai/,Funk Carioca
Mc Romeu,19,0.4,/mc-romeu/,Funk Carioca
MC Ronny Khalifa,2,0,/mc-ronny-khalifa/,Funk Carioca
Mc Rubby,1,0,/mc-rubby/,Funk Carioca
MC SabÃ£ozinho,1,0,/mc-sabaozinho/,Funk Carioca
MC Sabrina,47,0.1,/mc-sabrina/,Funk Carioca
MC SapÃ£o,34,0,/sapao/,Funk Carioca
MC Serginho da VS,3,0,/mc-serginho-da-vs/,Funk Carioca
Mc Smith,42,0.8,/mc-smith/,Funk Carioca
Mc Suzy,10,0,/mc-suzy/,Funk Carioca
Mc Tartaruga,3,0,/mc-tartaruga/,Funk Carioca
MC Tati Zaqui,29,0.5,/mc-tati-zaqui/,Funk Carioca
Mc Tavinho JBK,3,0,/mc-tavinho-jbk/,Funk Carioca
Mc Tevez,13,0.1,/mc-tevez/,Funk Carioca
Mc TikÃ£o,19,0,/mc-ticao/,Funk Carioca
MC TL,1,0,/mc-tl/,Funk Carioca
Mc Tobias,2,0,/mc-tobias/,Funk Carioca
Mc Tom,1,0,/mc-tom/,Funk Carioca
Mc Uchoa,2,0,/mc-uchoa/,Funk Carioca
MC Vareta,4,0,/mc-vareta/,Funk Carioca
MC Veni,2,0,/mc-veni/,Funk Carioca
Mc Vine,9,0,/mc-vine/,Funk Carioca
Mc Vitinho,11,0.7,/mc-vitinho/,Funk Carioca
MC Vitinho (2),4,0,/mc-vitinho-2/,Funk Carioca
Mc Wc,16,0,/mc-wc/,Funk Carioca
Mc Wendy,3,0,/mc-wendy/,Funk Carioca
MC William-SP,2,0,/mc-william-sp/,Funk Carioca
Mc Wm,19,1.3,/mc-wm/,Funk Carioca
Mc Yuri BH,10,0,/mc-yuri-bh/,Funk Carioca
Mc Zedek,1,0,/mc-zedek/,Funk Carioca
Mc Zoi de Gato,9,0.7,/mc-zoi-de-gato/,Funk Carioca
Mc's Samuka e Nego,7,0.1,/mcs-samuka-e-nego/,Funk Carioca
MC's Vinicius e Andinho,8,0,/vinicius-e-andinho/,Funk Carioca
McViktor,8,0,/mcviktor/,Funk Carioca
Menor do Chapa,61,0.7,/menor-do-chapa/,Funk Carioca
Mr. Catra,98,4,/mr-catra/,Funk Carioca
Mr. Mu,12,0,/mr-mu/,Funk Carioca
Mulher FilÃ©,12,0.1,/mulher-file/,Funk Carioca
Mulher Gato,11,0,/mulher-gato/,Funk Carioca
Mulher Melancia,11,0.3,/mulher-melancia/,Funk Carioca
Mulher MelÃ£o,6,0,/mc-frank-e-mulher-melao/,Funk Carioca
Nathy Souto,1,0,/nathy-souto/,Funk Carioca
NegÃ£o do Arizona,8,0,/negao-do-arizona/,Funk Carioca
Neguinho do Caxeta,16,0.5,/neguinho-do-caxeta/,Funk Carioca
Os Avassaladores,11,0.1,/os-avassaladores/,Funk Carioca
Os Bad Boys (Funk),9,0,/os-bad-boys-funk/,Funk Carioca
Os CaÃ§adores,23,0.3,/os-cacadores/,Funk Carioca
Os Cretinos,6,0.1,/os-cretinos/,Funk Carioca
Os Hawaianos,79,1.5,/os-hawaianos/,Funk Carioca
Os Magrinhos,24,0,/os-magrinhos/,Funk Carioca
Os Ousados,13,0,/os-ousados/,Funk Carioca
Os PolÃªmicos,7,0,/grupo-os-polemicos/,Funk Carioca
Pablo Renato,1,0,/pablo-renato/,Funk Carioca
PancadÃ£o do CaldeirÃ£o do Huck,30,0.2,/pancadao-do-caldeirao-do-huck/,Funk Carioca
Pikeno e Menor,41,2.4,/pikeno-e-menor/,Funk Carioca
Priscila Nocetti,17,0.1,/priscila-nocetti/,Funk Carioca
RafaLu Mc's,1,0,/rafalu-mcs/,Funk Carioca
Renatinho e AlemÃ£o,6,0.1,/renatinho-e-alemao/,Funk Carioca
Sharon (AxÃ© Moi),7,0,/sharon-axe-moi/,Funk Carioca
Tathi Kiss,14,0,/tathi-kiss/,Funk Carioca
Tati Quebra Barraco,47,0.3,/tati-quebra-barraco/,Funk Carioca
Valesca Popozuda,11,0.5,/valesca-popozuda/,Funk Carioca
VerÃ´nica Costa,8,0,/veronica-costa/,Funk Carioca
Warley Cruz,14,0,/warley-cruz/,Funk Carioca
Adoniran Barbosa,104,1.7,/adoniran-barbosa/,Samba
AgepÃª,141,0.9,/agepe/,Samba
Alcione,374,5.1,/alcione/,Samba
Alexandre Pires,195,6.2,/alexandre-pires/,Samba
Almir Guineto,66,1.2,/almir-guineto/,Samba
Amizade PartidÃ¡ria,1,0,/amizade-partidaria/,Samba
Angelo Paes Leme,10,0,/angelo-paes-leme/,Samba
Arlindo Cruz,201,5.2,/arlindo-cruz/,Samba
Ary Barroso,149,0.5,/ary-barroso/,Samba
Assis Valente,6,0,/assis-valente/,Samba
Banda Eleve,1,0,/banda-eleve/,Samba
BÃ¡rbara Beats,1,0,/barbara-beats/,Samba
Batucada Leve,0,0,/batucada-leve/,Samba
Batuque Marcado,0,0,/batuque-marcado/,Samba
Beth Carvalho,250,2.6,/beth-carvalho/,Samba
Biro do Cavaco,39,0.1,/biro-do-cavaco/,Samba
Bruninho (Uma Nova HistÃ_ria),5,0,/bruninho-uma-nova-historia/,Samba
Bruno Vidal & Wetto Lima,3,0,/bruno-vidal-wetto-lima/,Samba
Candeia,66,0.2,/candeia/,Samba
Carmen Miranda,125,0.4,/carmen-miranda/,Samba
Cartola,93,2,/cartola/,Samba
Celina Santana,10,0,/celina-santana/,Samba
Chokolate,6,0,/chokolate/,Samba
Chrigor,38,0.3,/chrigor/,Samba
Clara Nunes,201,3.6,/clara-nunes/,Samba
Claudio Barulho,1,0,/claudio-barulho/,Samba
Clementina de Jesus,43,0.2,/clementina-de-jesus/,Samba
Compromisso do Samba,2,0,/compromisso-do-samba/,Samba
DÃ© Lucas,4,0,/de-lucas/,Samba
DemÃ´nios da Garoa,134,0.7,/demonios-da-garoa/,Samba
Di Jair,3,0,/di-jair/,Samba
Diogo Nogueira,120,4.1,/diogo-nogueira/,Samba
Doce PaixÃ£o,4,0,/doce-paixao/,Samba
Dona Ivone Lara,87,0.5,/dona-ivone-lara/,Samba
Donga,3,0.1,/donga/,Samba
Dorival Caymmi,89,0.9,/dorival-caymmi/,Samba
Dudu Nobre,97,0.9,/dudu-nobre/,Samba
Elizeth Cardoso,353,0.5,/elizeth-cardoso/,Samba
Elton Medeiros,17,0,/elton-medeiros/,Samba
Elza Soares,148,1.5,/elza-soares/,Samba
Enzo Belmonte,2,0,/enzo-belmonte/,Samba
Eros Fidelos,0,0,/eros-fidelos/,Samba
Eskina do Samba,5,0,/eskina-do-samba/,Samba
Flavio Cardoso,11,0,/flavio-cardoso/,Samba
Fundo de Quintal,315,4.6,/fundo-de-quintal/,Samba
Germano Mathias,20,0,/germano-mathias/,Samba
Giselle Couto,3,0,/giselle-couto/,Samba
Grupo Autonomia,3,0,/grupo-autonomia/,Samba
Grupo Curt'aÃª,2,0,/grupo-curtae/,Samba
Grupo Dhadi 10,3,0,/grupo-dhadi-10/,Samba
Grupo Fina Batucada,3,0,/grupo-fina-batucada/,Samba
Grupo Jeito Natural,3,0,/grupo-jeito-natural/,Samba
Grupo Puro Acaso,11,0,/grupo-puro-acaso/,Samba
Grupo SatisfaÃ§Ã£o,1,0,/grupo-satisfacao/,Samba
Grupo Show de Bola (2),12,0,/grupo-show-de-bola-2/,Samba
Grupo SoulBlack,2,0,/grupo-soulblack/,Samba
Guilherme de Brito,11,0,/guilherme-de-brito/,Samba
Guinga,40,0,/guinga/,Samba
Herivelto Martins,33,0.1,/herivelto-martins/,Samba
HermÃ_nio Bello de Carvalho,25,0,/herminio-bello-de-carvalho/,Samba
Inimigos da HP,97,1,/inimigos-da-hp/,Samba
Ismael Silva,33,0,/ismael-silva/,Samba
Ivanildo Lima,23,0,/ivanildo-lima-do-samba/,Samba
Jair Rodrigues,120,0.7,/jair-rodrigues/,Samba
JamelÃ£o,53,0.1,/jamelao/,Samba
JoÃ£o da Baiana,2,0,/joao-da-baiana/,Samba
JoÃ£o Nogueira,113,0.7,/joao-nogueira/,Samba
Joca Freire,24,0,/joca-freire/,Samba
JongÃ´,1,0,/jongo/,Samba
Jorge AragÃ£o,168,4.5,/jorge-aragao/,Samba
Jorge Ben Jor,256,3.5,/jorge-ben-jor/,Samba
Jovelina PÃ©rola Negra,71,0.4,/jovelina-perola-negra/,Samba
Juliana Diniz,17,0,/juliana-diniz/,Samba
JÃºlio JosÃ© S.,6,0,/julio-jose-s/,Samba
Junior Werneck,2,0,/junior-werneck/,Samba
KatinguelÃª,137,1.7,/katinguele/,Samba
Lance de Primeira,6,0,/lance-de-primeira/,Samba
Leandro Sapucahy,43,0.6,/leandro-sapucahy/,Samba
Leci BrandÃ£o,122,0.6,/leci-brandao/,Samba
Levemente Sensual,4,0,/levemente-sensual/,Samba
Lucas da Viola,15,0,/lucas-da-viola/,Samba
Luciano JS,12,0,/luciano-js/,Samba
LuÃ_s Martins,6,0,/luis-martins/,Samba
Makley Matos,4,0,/makley-matos/,Samba
Marcela Veiga,11,0,/marcela-veiga/,Samba
Marlene,34,0.1,/marlene/,Samba
Mart'nÃ¡lia,87,1,/martnalia/,Samba
Martinho da Vila,217,5.6,/martinho-da-vila/,Samba
Miltinho,52,0.1,/miltinho/,Samba
Monarco,20,0,/monarco/,Samba
